,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,SALE_COND
3951,6,1838,2.0,1.0,5,0,2,2,1,4,20241530,1
3952,1,1000,1.0,1.0,3,1,1,0,2,0,8080925,1
3953,0,1209,1.0,1.0,3,0,1,3,0,4,6567375,0
3954,2,858,1.0,1.0,3,1,2,2,0,3,10335050,0
3955,1,767,1.0,1.0,2,1,0,3,0,5,9045605,3
3956,6,1624,1.0,1.0,4,1,1,3,1,4,13234330,1
3957,0,579,1.0,1.0,2,0,1,3,2,2,5032625,3
3958,1,881,1.0,1.0,3,1,2,3,0,5,12724510,1
3959,2,722,1.0,1.0,2,1,0,0,1,3,6888450,1
3960,3,1837,3.0,2.0,5,0,1,2,1,5,11411760,3
3961,2,1296,2.0,1.0,4,0,1,3,1,4,9965620,1
3962,0,1624,2.0,2.0,4,0,0,2,1,3,7651250,3
3963,5,1630,1.0,1.0,4,1,1,0,2,3,12938720,2
3964,2,1257,2.0,1.0,4,0,1,1,2,3,9946290,4
3965,2,1163,1.0,1.0,3,0,2,3,0,3,12123250,4
3966,3,1652,2.0,1.0,4,1,2,1,0,1,12039380,0
3967,3,1566,2.0,1.0,4,0,0,0,2,0,6776450,2
3968,3,1669,2.0,1.0,4,0,1,1,1,0,7193030,3
3969,0,1009,1.0,1.0,3,1,0,1,2,0,5272250,3
3970,1,750,1.0,1.0,2,0,1,0,1,2,6252365,2
3971,4,2149,3.0,2.0,5,0,0,2,1,5,11840340,4
3972,3,1818,3.0,2.0,5,1,1,1,2,0,9890560,2
3973,4,1623,2.0,1.0,4,0,2,3,1,5,14485900,1
3974,5,1602,1.0,1.0,4,1,0,0,2,4,12359320,3
3975,2,1143,1.0,1.0,3,0,2,3,1,3,12716150,1
3976,1,865,1.0,1.0,3,0,0,2,1,0,4982055,0
3977,5,1880,2.0,1.0,5,0,2,1,1,4,20562600,3
3978,2,721,1.0,1.0,2,0,1,3,2,5,8732470,4
3979,6,1510,1.0,1.0,4,0,1,0,0,3,10754410,2
3980,1,1025,1.0,1.0,3,1,2,3,1,3,13168605,3
3981,0,762,1.0,1.0,2,1,0,2,2,5,7675750,3
3982,6,1609,1.0,1.0,4,0,2,0,1,4,17720900,3
3983,2,869,1.0,1.0,3,1,2,0,1,5,12454750,1
3984,1,1109,1.0,1.0,3,1,2,0,2,1,12735905,2
3985,1,928,1.0,1.0,3,0,0,3,2,1,6997335,0
3986,3,1747,2.0,1.0,4,1,1,2,2,1,9983410,0
3987,6,1526,1.0,1.0,4,0,2,0,2,5,18546530,1
3988,6,1922,2.0,1.0,5,1,0,3,1,3,13211540,3
3989,4,1366,2.0,1.0,4,0,0,3,2,5,9808360,4
3990,0,731,1.0,1.0,2,0,0,0,1,0,3102500,2
3991,6,1886,2.0,1.0,5,0,0,2,2,3,12040960,1
3992,3,1754,2.0,1.0,4,1,1,1,2,5,11963590,2
3993,1,1236,2.0,2.0,4,0,2,3,2,1,13478895,4
3994,2,1291,2.0,1.0,4,1,0,2,2,4,10499650,1
3995,5,1744,1.0,1.0,4,0,0,2,0,5,11667270,3
3996,1,933,1.0,1.0,3,0,0,1,1,5,9022165,2
3997,2,747,1.0,1.0,2,0,0,1,0,4,6206700,1
3998,3,1574,2.0,1.0,4,1,0,1,1,2,8287180,1
3999,2,1290,2.0,1.0,4,0,2,0,1,3,13442250,0
4000,3,1574,2.0,1.0,4,0,2,3,0,5,13113330,1
4001,0,932,1.0,1.0,3,1,2,2,1,5,10095000,2
4002,0,1047,1.0,1.0,3,0,2,1,1,2,8597500,4
4003,5,1957,2.0,1.0,5,0,1,0,1,3,13371220,1
4004,0,1511,2.0,2.0,4,1,0,3,2,4,9268750,0
4005,4,1761,2.0,1.0,4,1,2,3,1,3,14397160,0
4006,4,2287,4.0,2.0,6,0,0,2,1,5,12339780,4
4007,3,1749,2.0,1.0,4,0,1,1,1,4,10236960,3
4008,0,1550,2.0,2.0,4,1,0,1,1,3,8566750,4
4009,6,1766,1.0,1.0,4,0,2,2,1,3,18658980,0
4010,5,1540,1.0,1.0,4,1,1,3,2,3,13186470,3
4011,3,1874,3.0,2.0,5,0,0,3,0,4,9292000,2
4012,0,1454,2.0,2.0,4,0,0,0,0,4,7202750,0
4013,4,2461,4.0,2.0,6,0,0,3,1,3,11338920,1
4014,3,1528,2.0,1.0,4,1,2,1,1,2,13642920,4
4015,1,823,1.0,1.0,3,0,1,0,2,1,7174375,3
4016,4,1389,2.0,1.0,4,0,1,1,2,5,9630040,0
4017,1,765,1.0,1.0,2,0,0,0,2,4,8203665,3
4018,1,1244,2.0,2.0,4,1,1,0,0,1,8661320,0
4019,3,1566,2.0,1.0,4,1,1,0,2,5,11548700,3
4020,5,1539,1.0,1.0,4,0,0,2,1,4,11320960,3
4021,2,1283,2.0,1.0,4,1,2,3,1,5,15503650,1
4022,2,1132,1.0,1.0,3,1,2,1,0,5,13606450,3
4023,2,948,1.0,1.0,3,0,0,1,0,5,8423350,4
4024,0,589,1.0,1.0,2,1,1,1,1,4,6061625,1
4025,0,1025,1.0,1.0,3,0,2,3,0,2,7688000,2
4026,2,885,1.0,1.0,3,1,2,1,0,4,10958500,0
4027,0,758,1.0,1.0,2,0,0,1,2,4,6237500,1
4028,1,663,1.0,1.0,2,1,0,2,0,0,5426740,4
4029,3,1530,2.0,1.0,4,1,0,0,0,0,6752540,3
4030,3,1948,3.0,2.0,5,0,1,3,1,3,10765530,4
4031,1,940,1.0,1.0,3,1,0,3,0,4,8871195,1
4032,6,1532,1.0,1.0,4,0,0,0,1,3,10802190,2
4033,3,1894,3.0,2.0,5,1,1,3,0,1,8917740,0
4034,4,1373,2.0,1.0,4,0,1,3,2,3,8638540,0
4035,3,1528,2.0,1.0,4,0,0,3,2,2,7922150,0
4036,3,1826,3.0,2.0,5,0,1,2,2,2,9711430,1
4037,0,1132,1.0,1.0,3,0,0,0,0,3,5330500,2
4038,6,1955,2.0,1.0,5,1,0,3,0,5,14862430,4
4039,0,1036,1.0,1.0,3,1,0,1,2,5,8901750,2
4040,6,1504,1.0,1.0,4,1,2,3,2,5,20362800,4
4041,5,1826,2.0,1.0,5,1,1,2,1,5,15779500,4
4042,0,1609,2.0,2.0,4,1,2,3,0,2,11274750,1
4043,0,891,1.0,1.0,3,1,2,2,1,1,7999750,1
4044,0,1665,2.0,2.0,4,0,1,1,2,1,7729125,0
4045,5,1965,2.0,1.0,5,1,1,3,0,4,14411150,1
4046,2,1157,1.0,1.0,3,0,2,3,0,3,12632900,4
4047,4,2064,3.0,2.0,5,0,2,1,2,4,16497820,2
4048,2,1181,1.0,1.0,3,0,1,1,2,4,9847570,1
4049,4,1653,2.0,1.0,4,1,1,1,1,4,10794060,3
4050,4,2282,4.0,2.0,6,0,0,2,2,5,12171140,3
4051,0,1531,2.0,2.0,4,0,2,0,2,3,11451250,2
4052,5,1629,1.0,1.0,4,0,2,0,2,5,19939120,4
4053,2,1081,1.0,1.0,3,1,1,1,2,3,9778420,4
4054,0,1041,1.0,1.0,3,1,2,1,0,2,9045250,4
4055,2,1175,1.0,1.0,3,1,0,3,1,4,9758600,1
4056,2,810,1.0,1.0,3,0,2,1,1,3,9879950,4
4057,4,1722,2.0,1.0,4,0,0,3,1,5,9795980,0
4058,0,1475,2.0,2.0,4,0,0,2,1,4,8296250,4
4059,5,1522,1.0,1.0,4,0,0,3,1,4,11295000,1
4060,5,1556,1.0,1.0,4,0,0,2,0,5,10797790,0
4061,2,1286,2.0,1.0,4,1,2,0,0,4,14962800,4
4062,3,1803,3.0,2.0,5,1,0,1,1,5,11546330,2
4063,2,866,1.0,1.0,3,0,2,2,0,4,10173350,2
4064,1,1178,1.0,1.0,3,1,0,0,1,1,8638785,4
4065,5,1626,1.0,1.0,4,0,1,2,1,4,12866410,3
4066,5,1589,1.0,1.0,4,1,0,1,0,4,12025410,3
4067,2,1165,1.0,1.0,3,0,0,0,0,4,7550250,0
4068,1,618,1.0,1.0,2,0,2,0,1,3,8421940,3
4069,2,1144,1.0,1.0,3,0,1,1,2,4,9341380,1
4070,1,1201,2.0,2.0,4,0,2,1,1,5,14203140,0
4071,0,879,1.0,1.0,2,1,0,3,1,3,6313250,0
4072,5,1501,1.0,1.0,4,1,1,0,2,5,13627030,3
4073,1,1289,2.0,2.0,4,1,2,3,2,5,17360470,3
4074,4,1741,2.0,1.0,4,1,1,3,1,3,10458220,0
4075,0,1585,2.0,2.0,4,0,2,0,1,5,11996750,0
4076,2,897,1.0,1.0,3,1,0,0,2,4,9162950,1
4077,2,1172,1.0,1.0,3,1,0,0,0,5,9701600,2
4078,0,1321,1.0,1.0,3,1,1,3,1,3,8527375,3
4079,0,798,1.0,1.0,2,0,1,1,0,2,4517000,1
4080,6,1808,2.0,1.0,5,0,2,2,0,5,20487250,4
4081,2,934,1.0,1.0,3,0,1,1,1,3,7774580,2
4082,2,961,1.0,1.0,3,1,1,3,0,4,8637320,0
4083,1,962,1.0,1.0,3,0,1,0,1,0,6374265,2
4084,4,1778,3.0,2.0,5,0,1,3,1,4,10567300,1
4085,5,1756,1.0,1.0,4,1,0,0,1,3,12368790,2
4086,0,1023,1.0,1.0,3,0,1,2,1,0,4798625,0
4087,1,784,1.0,1.0,2,0,0,0,0,4,6611365,3
4088,4,1485,2.0,1.0,4,0,0,3,1,3,8195220,1
4089,4,2177,3.0,2.0,5,1,1,3,2,4,13553180,3
4090,4,2088,3.0,2.0,5,1,1,2,1,5,12879720,1
4091,1,1181,1.0,1.0,3,1,1,0,0,2,8418360,0
4092,4,1308,1.0,1.0,3,0,0,3,2,5,9168580,0
4093,0,663,1.0,1.0,2,0,0,0,0,2,3815750,2
4094,6,1975,2.0,1.0,5,1,0,1,0,3,13567150,4
4095,2,749,1.0,1.0,2,0,2,0,2,3,9607900,3
4096,3,1727,2.0,1.0,4,1,0,0,2,0,8269610,2
4097,4,2158,3.0,2.0,5,1,1,1,1,5,13154100,2
4098,2,1157,1.0,1.0,3,0,0,2,2,4,9455100,3
4099,6,1832,2.0,1.0,5,0,2,1,2,5,21686920,4
4100,2,1138,1.0,1.0,3,1,2,1,2,3,13801050,2
4101,2,770,1.0,1.0,2,0,0,3,0,3,6348750,2
4102,6,1842,2.0,1.0,5,0,0,1,2,4,13040160,3
4103,6,1882,2.0,1.0,5,1,2,0,0,3,19761890,1
4104,2,757,1.0,1.0,2,1,1,0,0,5,8854790,4
4105,3,1884,3.0,2.0,5,1,0,0,1,3,9955440,3
4106,4,1729,2.0,1.0,4,1,1,2,1,3,10643500,2
4107,1,866,1.0,1.0,3,1,1,0,1,0,6666735,1
4108,0,919,1.0,1.0,3,1,2,3,2,4,10589000,2
4109,4,1587,2.0,1.0,4,0,0,1,1,4,8983700,1
4110,2,1282,2.0,1.0,4,1,1,2,2,3,11073340,2
4111,2,928,1.0,1.0,3,0,1,0,1,5,8454860,3
4112,2,898,1.0,1.0,3,0,0,0,1,3,6802150,3
4113,1,692,1.0,1.0,2,1,2,2,0,0,7814575,2
4114,6,1972,2.0,1.0,5,1,1,0,1,3,13941590,0
4115,4,2079,3.0,2.0,5,0,1,1,1,3,10468580,0
4116,4,1486,2.0,1.0,4,0,2,1,1,4,12616820,0
4117,5,1742,1.0,1.0,4,1,2,2,1,5,20982920,4
4118,6,1936,2.0,1.0,5,1,0,1,1,4,13788080,2
4119,0,1214,1.0,1.0,3,0,2,1,0,5,9985750,4
4120,0,1257,1.0,1.0,3,1,0,0,0,3,6660000,2
4121,0,841,1.0,1.0,2,1,0,3,0,2,5355750,0
4122,4,2255,4.0,2.0,6,0,2,3,1,3,16982280,3
4123,3,1605,2.0,1.0,4,1,2,1,1,3,13759280,0
4124,2,1188,1.0,1.0,3,0,2,1,1,3,12840300,2
4125,2,1213,2.0,1.0,4,1,1,2,0,4,10243060,0
4126,2,731,1.0,1.0,2,1,2,2,1,5,11029700,1
4127,4,1781,3.0,2.0,5,1,2,2,2,4,16174720,0
4128,2,702,1.0,1.0,2,0,2,2,1,3,8883050,1
4129,5,1949,2.0,1.0,5,0,1,2,2,5,15476650,3
4130,5,1857,2.0,1.0,5,0,1,2,2,4,14093160,2
4131,4,1904,3.0,2.0,5,0,1,3,1,4,10782380,2
4132,0,1199,1.0,1.0,3,0,2,0,1,1,7839500,2
4133,0,1228,1.0,1.0,3,1,2,0,2,3,11531000,4
4134,3,1786,2.0,1.0,4,1,2,1,2,5,17240870,2
4135,3,1953,3.0,2.0,5,1,1,0,0,1,8916410,1
4136,0,1287,1.0,1.0,3,0,2,3,2,4,10931250,0
4137,4,1369,2.0,1.0,4,0,0,2,1,5,9103800,4
4138,4,1771,2.0,1.0,4,1,0,3,2,4,11090200,2
4139,1,1082,1.0,1.0,3,1,0,2,2,2,9177820,2
4140,4,1636,2.0,1.0,4,1,0,3,1,4,10056300,2
4141,0,602,1.0,1.0,2,0,1,1,1,5,6560250,4
4142,6,1854,2.0,1.0,5,0,0,0,0,4,11704830,2
4143,0,1655,2.0,2.0,4,1,1,0,0,5,9837875,2
4144,1,698,1.0,1.0,2,0,2,2,2,3,9879040,1
4145,2,1101,1.0,1.0,3,0,0,1,2,4,8572650,1
4146,0,785,1.0,1.0,2,1,1,3,1,2,6576375,4
4147,1,1135,1.0,1.0,3,1,0,3,2,5,11046310,2
4148,0,1308,1.0,1.0,3,1,1,0,1,3,8242250,4
4149,1,924,1.0,1.0,3,0,2,3,0,3,10571990,1
4150,0,508,1.0,1.0,2,1,2,0,2,2,6709750,4
4151,3,1725,2.0,1.0,4,0,0,3,1,4,9817160,2
4152,0,1665,2.0,2.0,4,0,2,3,0,2,11513500,4
4153,4,1868,3.0,2.0,5,1,1,2,2,3,11348140,0
4154,5,1951,2.0,1.0,5,1,2,0,0,3,20272170,1
4155,6,1665,1.0,1.0,4,1,2,3,1,5,20656290,3
4156,5,1537,1.0,1.0,4,0,2,3,1,3,17670400,4
4157,2,912,1.0,1.0,3,1,2,3,1,3,11583300,1
4158,0,724,1.0,1.0,2,1,2,3,1,3,8033250,3
4159,0,516,1.0,1.0,2,0,2,2,0,0,3331750,0
4160,6,1764,1.0,1.0,4,1,1,3,0,4,13971130,4
4161,2,872,1.0,1.0,3,0,1,0,2,3,7693740,1
4162,2,887,1.0,1.0,3,1,2,3,2,5,13118450,3
4163,2,1080,1.0,1.0,3,1,2,0,1,3,12721750,0
4164,2,1045,1.0,1.0,3,1,0,3,2,4,9480000,0
4165,0,1530,2.0,2.0,4,0,2,2,0,5,12046250,1
4166,1,1132,1.0,1.0,3,0,0,1,0,0,6050375,1
4167,4,2365,4.0,2.0,6,1,1,2,1,4,12924800,0
4168,3,1781,2.0,1.0,4,0,0,3,1,5,10048510,2
4169,2,1138,1.0,1.0,3,0,2,1,1,3,11770400,1
4170,4,2375,4.0,2.0,6,0,0,3,2,3,11381360,1
4171,0,1115,1.0,1.0,3,0,1,0,0,3,6224875,3
4172,2,811,1.0,1.0,3,0,2,0,1,5,10890050,4
4173,5,1586,1.0,1.0,4,0,0,3,1,4,10882430,1
4174,2,1103,1.0,1.0,3,1,1,1,2,3,10560810,4
4175,0,939,1.0,1.0,3,1,0,3,0,1,5326500,3
4176,3,1727,2.0,1.0,4,0,0,2,2,0,7341790,1
4177,6,1672,1.0,1.0,4,0,2,3,1,4,18911110,1
4178,5,1581,1.0,1.0,4,1,2,2,0,3,18011000,3
4179,5,1781,1.0,1.0,4,0,2,3,0,5,19789040,3
4180,4,1668,2.0,1.0,4,0,2,3,2,3,14139220,4
4181,1,1263,2.0,2.0,4,0,0,3,0,2,7926700,4
4182,1,819,1.0,1.0,3,0,0,3,0,4,7484395,3
4183,0,1145,1.0,1.0,3,0,0,2,1,4,6855750,3
4184,2,1074,1.0,1.0,3,1,2,1,2,3,12904650,3
4185,6,1707,1.0,1.0,4,0,1,0,1,5,13057270,1
4186,4,2145,3.0,2.0,5,0,2,1,2,4,17357440,4
4187,1,737,1.0,1.0,2,0,0,2,0,5,6916665,0
4188,1,1178,1.0,1.0,3,0,1,3,0,0,6652020,0
4189,1,1261,2.0,2.0,4,1,1,2,1,1,9653285,4
4190,0,807,1.0,1.0,2,1,1,1,0,5,7603375,3
4191,2,1167,1.0,1.0,3,0,1,1,2,4,9790040,0
4192,0,1575,2.0,2.0,4,0,0,2,0,4,7629750,4
4193,0,1177,1.0,1.0,3,0,0,3,0,5,7014250,0
4194,0,1069,1.0,1.0,3,0,1,3,0,1,4661125,2
4195,1,679,1.0,1.0,2,0,1,3,0,1,5147305,2
4196,0,642,1.0,1.0,2,1,2,0,2,2,7374500,2
4197,3,1850,3.0,2.0,5,1,0,2,2,3,10235550,1
4198,5,1692,1.0,1.0,4,0,2,0,1,3,17874820,0
4199,6,1788,1.0,1.0,4,1,2,1,2,3,21217800,4
4200,1,817,1.0,1.0,3,0,2,1,1,5,11559880,0
4201,0,1639,2.0,2.0,4,1,0,2,2,4,9464500,0
4202,0,883,1.0,1.0,2,0,1,2,1,1,4491625,3
4203,3,1827,3.0,2.0,5,0,0,2,1,1,8803420,4
4204,5,1986,2.0,1.0,5,0,1,3,0,3,13245710,1
4205,3,1958,3.0,2.0,5,1,2,3,0,1,15003560,2
4206,1,870,1.0,1.0,3,0,2,1,0,4,10671275,3
4207,3,1662,2.0,1.0,4,0,0,0,1,3,7871720,0
4208,5,1835,2.0,1.0,5,0,1,3,1,5,14429740,2
4209,1,1270,2.0,2.0,4,1,1,3,0,3,10185610,3
4210,4,2292,4.0,2.0,6,1,1,2,1,4,12946500,0
4211,0,1028,1.0,1.0,3,0,2,3,2,4,10001250,0
4212,4,1865,3.0,2.0,5,1,2,2,2,5,16935440,0
4213,1,981,1.0,1.0,3,1,1,1,0,4,9347935,1
4214,0,916,1.0,1.0,3,1,1,1,2,0,5434250,3
4215,3,1908,3.0,2.0,5,1,1,2,1,3,11663490,3
4216,5,1936,2.0,1.0,5,1,1,3,1,5,15589440,3
4217,3,1926,3.0,2.0,5,0,0,1,1,5,10337000,4
4218,2,1083,1.0,1.0,3,1,2,1,2,5,14200900,1
4219,5,1780,1.0,1.0,4,1,0,3,1,5,13709340,2
4220,3,1707,2.0,1.0,4,0,2,1,2,2,13685190,4
4221,2,900,1.0,1.0,3,0,1,0,2,3,7953250,2
4222,6,1519,1.0,1.0,4,0,1,2,2,3,12332820,4
4223,6,1934,2.0,1.0,5,1,2,1,1,4,22053480,2
4224,0,1043,1.0,1.0,3,1,1,1,2,2,7356625,1
4225,0,704,1.0,1.0,2,1,1,2,1,5,7338250,3
4226,0,1539,2.0,2.0,4,0,2,3,2,0,9996000,0
4227,0,1279,1.0,1.0,3,1,1,2,0,2,6849125,0
4228,0,1568,2.0,2.0,4,1,2,1,0,0,10462500,4
4229,4,2011,3.0,2.0,5,1,2,2,2,4,17523920,3
4230,0,1566,2.0,2.0,4,0,2,1,2,0,10010000,2
4231,4,1812,3.0,2.0,5,0,2,3,1,4,14873340,0
4232,6,1729,1.0,1.0,4,0,2,2,2,4,20461220,4
4233,5,1569,1.0,1.0,4,1,0,3,0,4,11231390,0
4234,4,2068,3.0,2.0,5,1,1,2,2,4,12711220,1
4235,5,1869,2.0,1.0,5,0,1,1,2,5,15010890,4
4236,2,1271,2.0,1.0,4,0,1,2,1,4,10139270,2
4237,4,1527,2.0,1.0,4,0,0,3,2,5,10007800,1
4238,0,601,1.0,1.0,2,0,0,3,0,5,5636000,1
4239,1,1206,2.0,2.0,4,0,0,0,2,1,7877645,2
4240,5,1878,2.0,1.0,5,0,0,1,0,4,11716020,3
4241,0,884,1.0,1.0,2,0,0,0,1,0,3226250,1
4242,2,728,1.0,1.0,2,1,0,3,2,5,9368650,2
4243,0,907,1.0,1.0,3,1,0,0,0,4,7074750,4
4244,3,1534,2.0,1.0,4,0,0,1,0,1,5587150,0
4245,4,2038,3.0,2.0,5,1,2,1,2,3,16593240,1
4246,4,1512,2.0,1.0,4,0,0,2,1,5,9478820,1
4247,0,695,1.0,1.0,2,0,1,3,1,4,6356125,1
4248,3,1581,2.0,1.0,4,0,1,1,1,0,7145230,2
4249,1,1238,2.0,2.0,4,0,0,1,2,5,10626305,3
4250,0,1173,1.0,1.0,3,0,1,3,2,5,8744875,1
4251,2,797,1.0,1.0,2,1,2,3,2,5,12335200,3
4252,0,1684,2.0,2.0,4,1,1,0,0,5,10284000,3
4253,3,1974,3.0,2.0,5,0,2,1,0,2,14214940,3
4254,2,893,1.0,1.0,3,0,1,0,2,3,7727410,3
4255,0,1026,1.0,1.0,3,0,1,1,2,0,5564000,4
4256,5,1812,2.0,1.0,5,0,0,2,1,4,12391870,3
4257,1,1282,2.0,2.0,4,1,0,2,0,1,7976295,1
4258,4,2449,4.0,2.0,6,0,0,3,1,5,12572700,4
4259,2,932,1.0,1.0,3,1,1,0,0,5,9801040,4
4260,3,1564,2.0,1.0,4,1,2,1,1,5,14917750,0
4261,4,1566,2.0,1.0,4,1,1,3,1,3,10362620,3
4262,0,1266,1.0,1.0,3,0,0,1,2,1,6503500,4
4263,6,1945,2.0,1.0,5,0,1,0,0,5,13864450,0
4264,0,1649,2.0,2.0,4,1,1,3,1,1,8438625,3
4265,0,1081,1.0,1.0,3,1,0,2,0,1,5818500,2
4266,3,1889,3.0,2.0,5,1,2,2,1,2,15472200,4
4267,2,779,1.0,1.0,2,1,0,1,0,5,7883050,1
4268,2,984,1.0,1.0,3,1,2,3,1,4,13197400,3
4269,4,2495,4.0,2.0,6,1,1,2,2,4,14093240,0
4270,2,973,1.0,1.0,3,1,1,0,1,4,9869710,4
4271,5,1986,2.0,1.0,5,0,0,0,0,3,11786460,4
4272,3,1829,3.0,2.0,5,0,2,3,0,1,13009230,2
4273,2,780,1.0,1.0,2,0,0,2,0,4,6251000,2
4274,1,843,1.0,1.0,3,0,1,1,1,1,6821735,3
4275,2,913,1.0,1.0,3,0,0,0,0,3,6685100,4
4276,0,779,1.0,1.0,2,0,0,1,0,1,3219750,1
4277,6,1725,1.0,1.0,4,1,1,0,2,5,14844980,2
4278,4,2374,4.0,2.0,6,0,0,1,2,5,12406480,2
4279,2,778,1.0,1.0,2,0,2,1,0,3,9094750,4
4280,1,989,1.0,1.0,3,1,1,2,2,1,9040975,4
4281,0,1624,2.0,2.0,4,0,1,2,0,5,8743750,2
4282,3,1989,3.0,2.0,5,0,1,2,2,3,10976510,4
4283,0,1381,2.0,2.0,4,0,2,1,0,3,10106750,4
4284,0,923,1.0,1.0,3,1,1,0,0,3,6996125,4
4285,2,1034,1.0,1.0,3,0,1,2,0,4,8469580,3
4286,3,1794,2.0,1.0,4,1,1,2,0,3,10148300,4
4287,4,2471,4.0,2.0,6,0,2,3,1,5,19240040,3
4288,2,1085,1.0,1.0,3,1,1,0,2,4,10101200,3
4289,4,2070,3.0,2.0,5,1,0,2,2,4,11772340,0
4290,2,959,1.0,1.0,3,1,2,1,2,3,12492400,2
4291,0,1341,2.0,2.0,4,0,0,3,1,3,7131000,0
4292,4,1377,2.0,1.0,4,1,2,3,2,5,14392520,1
4293,3,1862,3.0,2.0,5,1,0,0,2,5,12097820,3
4294,3,1594,2.0,1.0,4,1,1,3,0,4,10163940,4
4295,2,1016,1.0,1.0,3,1,1,1,2,5,10780920,3
4296,4,2321,4.0,2.0,6,1,0,3,2,4,12756200,1
4297,1,1242,2.0,2.0,4,0,0,0,1,2,8033695,2
4298,2,707,1.0,1.0,2,1,1,2,0,5,7972690,1
4299,2,707,1.0,1.0,2,1,0,3,0,3,7197800,4
4300,1,1120,1.0,1.0,3,1,0,1,2,4,10439690,2
4301,1,774,1.0,1.0,2,1,2,2,2,4,11827040,2
4302,2,1083,1.0,1.0,3,1,0,1,2,3,9045250,1
4303,2,767,1.0,1.0,2,0,2,0,1,4,9871800,1
4304,3,1725,2.0,1.0,4,1,1,0,0,5,10994850,1
4305,0,1194,1.0,1.0,3,0,1,1,2,0,5347250,1
4306,1,1052,1.0,1.0,3,1,2,1,1,5,14737850,4
4307,1,667,1.0,1.0,2,1,0,0,1,3,7335890,0
4308,0,1369,2.0,2.0,4,0,1,1,0,4,7952375,4
4309,5,1952,2.0,1.0,5,1,2,2,1,4,22633000,4
4310,2,1228,2.0,1.0,4,0,1,3,0,3,8442110,0
4311,2,1236,2.0,1.0,4,0,0,1,0,4,8214800,2
4312,5,1988,2.0,1.0,5,1,0,1,2,3,13921240,3
4313,1,1018,1.0,1.0,3,0,1,1,1,1,7520335,4
4314,4,2120,3.0,2.0,5,0,1,2,2,3,11212900,2
4315,4,1602,2.0,1.0,4,1,0,3,1,3,9651940,3
4316,3,1916,3.0,2.0,5,0,2,2,0,5,16071420,3
4317,1,893,1.0,1.0,3,1,0,1,2,1,7700295,3
4318,5,1968,2.0,1.0,5,1,0,3,1,4,14057110,2
4319,0,1424,2.0,2.0,4,0,2,2,2,3,10936000,2
4320,2,755,1.0,1.0,2,0,1,3,2,3,7593850,2
4321,3,1643,2.0,1.0,4,1,1,1,0,2,8657220,3
4322,2,749,1.0,1.0,2,0,2,1,0,5,9390500,1
4323,6,1960,2.0,1.0,5,0,1,2,0,4,14415540,4
4324,5,1845,2.0,1.0,5,1,1,2,1,4,14408010,0
4325,4,2092,3.0,2.0,5,0,1,3,2,5,12364620,0
4326,3,1644,2.0,1.0,4,1,0,1,1,5,10563530,3
4327,6,1932,2.0,1.0,5,1,1,3,0,5,15399860,0
4328,3,1861,3.0,2.0,5,0,2,1,1,4,15793800,2
4329,5,1838,2.0,1.0,5,1,1,0,2,5,14973480,0
4330,2,1016,1.0,1.0,3,1,0,0,1,3,8078550,2
4331,2,734,1.0,1.0,2,1,1,1,2,5,9632330,2
4332,4,1304,1.0,1.0,3,1,0,2,1,3,8718400,2
4333,1,698,1.0,1.0,2,1,2,2,0,2,9155815,3
4334,4,1476,2.0,1.0,4,0,1,2,1,4,9073040,0
4335,2,1219,2.0,1.0,4,0,2,3,0,3,12578650,3
4336,0,645,1.0,1.0,2,1,0,3,0,1,4512250,1
4337,0,1532,2.0,2.0,4,0,2,1,0,2,9484000,1
4338,4,1640,2.0,1.0,4,1,0,2,2,3,9722500,0
4339,3,1799,2.0,1.0,4,1,1,0,2,3,11762140,4
4340,2,991,1.0,1.0,3,0,0,1,2,3,7913650,1
4341,4,1890,3.0,2.0,5,1,0,2,2,5,12063380,3
4342,0,1159,1.0,1.0,3,0,0,2,2,0,4819500,3
4343,2,948,1.0,1.0,3,1,2,2,2,5,13870800,2
4344,5,1761,1.0,1.0,4,1,2,2,2,4,20817260,3
4345,0,1645,2.0,2.0,4,1,0,0,0,2,6895000,2
4346,0,934,1.0,1.0,3,1,2,2,0,5,9555750,3
4347,3,1612,2.0,1.0,4,0,2,2,2,0,12076530,1
4348,5,1773,1.0,1.0,4,1,0,0,1,3,12439640,4
4349,2,1193,1.0,1.0,3,0,1,0,2,4,9915110,4
4350,0,1350,2.0,2.0,4,1,1,0,1,1,7074750,3
4351,6,1929,2.0,1.0,5,0,0,3,1,3,13180810,4
4352,5,1959,2.0,1.0,5,1,0,2,2,3,14344210,4
4353,1,626,1.0,1.0,2,0,1,3,2,2,6333495,1
4354,4,1758,2.0,1.0,4,0,1,2,1,5,10455360,1
4355,0,1677,2.0,2.0,4,1,2,0,0,0,10302000,1
4356,0,1538,2.0,2.0,4,1,2,0,0,1,10911000,4
4357,4,2148,3.0,2.0,5,0,2,2,1,3,16384220,4
4358,1,1098,1.0,1.0,3,1,0,3,2,3,9647855,0
4359,2,1146,1.0,1.0,3,1,2,1,0,4,13822050,4
4360,5,1796,1.0,1.0,4,0,0,2,1,4,12754380,4
4361,5,1578,1.0,1.0,4,1,2,1,2,4,19627640,4
4362,2,1207,2.0,1.0,4,0,2,2,0,3,12542950,3
